request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_37,12068799.65,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 14,649,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 17,056,200.00 minimum balance."
request_38,379.4,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 971.30 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 400.00 minimum balance.
request_39,203105.0,affordable_later,wait,2026-04-15:208600,2026-04-15,none,"Wait until 2026-04-15 to make the full payment of INR 208,600.00. Your balance will reach safe levels on that date."
request_40,851.0,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,290.30 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,500.00 minimum balance."
request_41,21888949.38,affordable_later,wait,2025-11-15:38760000,2025-11-15,none,"Wait until 2025-11-15 to make the full payment of IDR 38,760,000.00. Your balance will reach safe levels on that date."
request_42,52100.0,affordable_now,full_payment,2026-01-05:52100,2026-01-05,none,"You can safely pay the full INR 52,100.00 today. Your balance remains safely above your INR 113,100.00 minimum balance throughout the forecast period."
request_43,13988749.88,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 43,339,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 21,398,000.00 minimum balance."
request_44,74560.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 95,800.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 82,900.00 minimum balance."
request_45,8833099.73,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 21,983,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 11,149,800.00 minimum balance."
request_46,49450.0,affordable_with_plan,installments,2024-12-03:49450,2024-12-03,none,"Use installment plan payment_option_124 (2024-12-03:49450). This schedule fits your cash flow while preserving your INR 84,000.00 minimum balance."
request_47,38114000.0,affordable_with_plan,installments,2025-05-05:38114000,2025-05-05,none,"Use installment plan payment_option_127 (2025-05-05:38114000). This schedule fits your cash flow while preserving your IDR 30,049,000.00 minimum balance."
request_48,45700.0,affordable_now,full_payment,2026-07-25:45700,2026-07-25,none,"You can safely pay the full INR 45,700.00 today. Your balance remains safely above your INR 71,300.00 minimum balance throughout the forecast period."
request_49,20228792.48,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 34,333,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 20,275,700.00 minimum balance."
request_50,43900.0,affordable_now,full_payment,2025-08-06:43900,2025-08-06,none,"You can safely pay the full INR 43,900.00 today. Your balance remains safely above your INR 99,700.00 minimum balance throughout the forecast period."
request_51,2191000.0,affordable_with_plan,installments,2026-01-03:2191000,2026-01-03,none,"Use installment plan payment_option_140 (2026-01-03:2191000). This schedule fits your cash flow while preserving your IDR 7,811,000.00 minimum balance."
request_52,28870.0,affordable_with_plan,installments,2024-06-05:28870,2024-06-05,none,"Use installment plan payment_option_142 (2024-06-05:28870). This schedule fits your cash flow while preserving your INR 41,500.00 minimum balance."
request_53,1423.42,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,699.20 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 2,100.00 minimum balance."
request_54,16581.4,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 121,528.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 37,000.00 minimum balance."
request_55,176241.19,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 218,600.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 124,300.00 minimum balance."
request_56,881.56,affordable_with_plan,installments,2025-02-03:881.56,2025-02-03,none,"Use installment plan payment_option_154 (2025-02-03:881.56). This schedule fits your cash flow while preserving your USD 2,100.00 minimum balance."
request_57,21214.6,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 61,446.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 42,700.00 minimum balance."
request_58,16226000.0,affordable_now,full_payment,2024-12-07:16226000,2024-12-07,none,"You can safely pay the full IDR 16,226,000.00 today. Your balance remains safely above your IDR 14,433,900.00 minimum balance throughout the forecast period."
request_59,140600.0,affordable_with_plan,installments,2025-05-04:140600,2025-05-04,none,"Use installment plan payment_option_164 (2025-05-04:140600). This schedule fits your cash flow while preserving your INR 132,600.00 minimum balance."
request_60,199.89,affordable_now,full_payment,2026-01-06:199.89,2026-01-06,none,You can safely pay the full USD 199.89 today. Your balance remains safely above your USD 400.00 minimum balance throughout the forecast period.
request_61,29062.0,affordable_with_plan,installments,2024-03-03:29062,2024-03-03,none,"Use installment plan payment_option_170 (2024-03-03:29062). This schedule fits your cash flow while preserving your ZAR 36,700.00 minimum balance."
request_62,404.23,affordable_now,full_payment,2025-08-05:404.23,2025-08-05,none,"You can safely pay the full USD 404.23 today. Your balance remains safely above your USD 1,300.00 minimum balance throughout the forecast period."
request_63,90145.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 343,900.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 153,500.00 minimum balance."
request_64,60233.01,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 63,700.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 36,100.00 minimum balance."
request_65,13024.0,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 54,340.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 15,500.00 minimum balance."
request_66,22200.0,affordable_now,full_payment,2026-04-03:22200,2026-04-03,none,"You can safely pay the full INR 22,200.00 today. Your balance remains safely above your INR 80,700.00 minimum balance throughout the forecast period."
request_67,792.54,affordable_later,wait,2024-09-15:2094,2024-09-15,none,"Wait until 2024-09-15 to make the full payment of USD 2,094.00. Your balance will reach safe levels on that date."
request_68,2091.6,affordable_with_plan,installments,2025-02-07:2091.60,2025-02-07,none,"Use installment plan payment_option_188 (2025-02-07:2091.60). This schedule fits your cash flow while preserving your USD 1,500.00 minimum balance."
request_69,529.1,affordable_with_plan,installments,2026-01-04:529.10,2026-01-04,none,Use installment plan payment_option_190 (2026-01-04:529.10). This schedule fits your cash flow while preserving your EUR 700.00 minimum balance.
request_70,93360.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 243,900.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 115,000.00 minimum balance."
request_71,7485049.61,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 21,451,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 8,884,800.00 minimum balance."
request_72,11330.0,affordable_now,full_payment,2026-07-05:11330,2026-07-05,none,"You can safely pay the full ZAR 11,330.00 today. Your balance remains safely above your ZAR 12,200.00 minimum balance throughout the forecast period."
request_73,71400.0,affordable_with_plan,installments,2023-01-20:71400,2023-01-20,none,"Use installment plan payment_option_202 (2023-01-20:71400). This schedule fits your cash flow while preserving your INR 103,200.00 minimum balance."
request_74,5010.0,affordable_now,full_payment,2025-08-04:5010,2025-08-04,none,"You can safely pay the full ZAR 5,010.00 today. Your balance remains safely above your ZAR 21,900.00 minimum balance throughout the forecast period."
request_75,28270.0,affordable_with_plan,installments,2026-04-06:28270,2026-04-06,none,"Use installment plan payment_option_209 (2026-04-06:28270). This schedule fits your cash flow while preserving your ZAR 39,000.00 minimum balance."
request_76,1538.8,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 4,455.60 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,800.00 minimum balance."
request_77,60700.0,affordable_now,full_payment,2025-11-05:60700,2025-11-05,none,"You can safely pay the full INR 60,700.00 today. Your balance remains safely above your INR 82,200.00 minimum balance throughout the forecast period."
request_78,50200.0,affordable_now,full_payment,2025-10-02:50200,2025-10-02,none,"You can safely pay the full INR 50,200.00 today. Your balance remains safely above your INR 55,200.00 minimum balance throughout the forecast period."
request_79,1104.08,affordable_with_plan,partial_payment,2024-09-04:1104.08|2024-09-15:1047.52,2024-09-15,none,"Pay EUR 1,104.08 on 2024-09-04 and the remaining balance on 2024-09-15. This partial schedule completes the request safely by your deadline."
request_80,152115.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 217,500.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 121,300.00 minimum balance."
request_81,2076.0,affordable_now,full_payment,2026-07-03:2076,2026-07-03,none,"You can safely pay the full USD 2,076.00 today. Your balance remains safely above your USD 1,600.00 minimum balance throughout the forecast period."
request_82,1011.4,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,405.20 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,100.00 minimum balance."
request_83,28330.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 156,200.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 37,800.00 minimum balance."
request_84,56565.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 95,400.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 91,300.00 minimum balance."
request_85,2422119.72,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 19,304,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 6,396,300.00 minimum balance."
request_86,46300.0,affordable_with_plan,installments,2025-08-03:46300,2025-08-03,none,"Use installment plan payment_option_239 (2025-08-03:46300). This schedule fits your cash flow while preserving your INR 84,900.00 minimum balance."
request_87,92850.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 487,900.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 185,900.00 minimum balance."
request_88,15557.89,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 26,092.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 25,800.00 minimum balance."
request_89,13756000.0,affordable_with_plan,installments,2025-11-04:13756000,2025-11-04,none,"Use installment plan payment_option_249 (2025-11-04:13756000). This schedule fits your cash flow while preserving your IDR 12,534,700.00 minimum balance."
request_90,2560.0,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,"You can safely pay the full ZAR 2,560.00 today. Your balance remains safely above your ZAR 7,600.00 minimum balance throughout the forecast period."
request_91,1927.2,affordable_with_plan,installments,2024-09-03:1927.20,2024-09-03,none,"Use installment plan payment_option_254 (2024-09-03:1927.20). This schedule fits your cash flow while preserving your EUR 2,100.00 minimum balance."
request_92,34034.0,affordable_now,full_payment,2025-02-05:34034,2025-02-05,none,"You can safely pay the full ZAR 34,034.00 today. Your balance remains safely above your ZAR 28,100.00 minimum balance throughout the forecast period."
request_93,1729.2,affordable_with_plan,installments,2026-04-07:1729.20,2026-04-07,none,"Use installment plan payment_option_260 (2026-04-07:1729.20). This schedule fits your cash flow while preserving your USD 1,900.00 minimum balance."
request_94,572.0,affordable_now,full_payment,2024-12-04:572,2024-12-04,none,You can safely pay the full EUR 572.00 today. Your balance remains safely above your EUR 600.00 minimum balance throughout the forecast period.
request_95,137864.99,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 553,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 145,500.00 minimum balance."
request_96,90200.0,affordable_with_plan,installments,2026-01-03:90200,2026-01-03,none,"Use installment plan payment_option_270 (2026-01-03:90200). This schedule fits your cash flow while preserving your INR 56,500.00 minimum balance."
request_97,8865.89,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-03-15,none,"Use installment plan payment_option_272 (2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28). This schedule fits your cash flow while preserving your ZAR 29,700.00 minimum balance."
request_98,17244.7,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 27,148.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 30,000.00 minimum balance."
request_99,18062.0,affordable_now,full_payment,2026-07-04:18062,2026-07-04,none,"You can safely pay the full ZAR 18,062.00 today. Your balance remains safely above your ZAR 49,100.00 minimum balance throughout the forecast period."
request_100,34836.13,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-06-15,none,"Use installment plan payment_option_281 (2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19). This schedule fits your cash flow while preserving your ZAR 32,500.00 minimum balance."
request_101,143500.0,affordable_with_plan,installments,2025-11-03:143500,2025-11-03,none,"Use installment plan payment_option_284 (2025-11-03:143500). This schedule fits your cash flow while preserving your INR 187,400.00 minimum balance."
request_102,1716.0,affordable_with_plan,installments,2026-04-05:1716,2026-04-05,none,Use installment plan payment_option_288 (2026-04-05:1716). This schedule fits your cash flow while preserving your EUR 900.00 minimum balance.
request_103,35759.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 368,300.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 125,500.00 minimum balance."
request_104,17204.0,affordable_with_plan,installments,2025-02-04:17204,2025-02-04,none,"Use installment plan payment_option_292 (2025-02-04:17204). This schedule fits your cash flow while preserving your ZAR 24,700.00 minimum balance."
request_105,53500.0,affordable_with_plan,installments,2026-06-08:53500,2026-06-08,none,"Use installment plan payment_option_295 (2026-06-08:53500). This schedule fits your cash flow while preserving your INR 73,900.00 minimum balance."
request_106,1401.7,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,207.70 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,200.00 minimum balance."
request_107,2534.4,affordable_with_plan,installments,2025-05-05:2534.40,2025-05-05,none,"Use installment plan payment_option_302 (2025-05-05:2534.40). This schedule fits your cash flow while preserving your EUR 1,600.00 minimum balance."
request_108,7836.4,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 55,308.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 24,100.00 minimum balance."
request_109,1276.46,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-03-15,none,"Use installment plan payment_option_307 (2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98). This schedule fits your cash flow while preserving your EUR 1,700.00 minimum balance."
request_110,22352.0,affordable_with_plan,installments,2025-08-06:22352,2025-08-06,none,"Use installment plan payment_option_311 (2025-08-06:22352). This schedule fits your cash flow while preserving your ZAR 11,200.00 minimum balance."
request_111,16625000.0,affordable_with_plan,installments,2026-04-03:16625000,2026-04-03,none,"Use installment plan payment_option_313 (2026-04-03:16625000). This schedule fits your cash flow while preserving your IDR 23,022,800.00 minimum balance."
request_112,271.7,affordable_now,full_payment,2024-06-05:271.70,2024-06-05,none,You can safely pay the full EUR 271.70 today. Your balance remains safely above your EUR 500.00 minimum balance throughout the forecast period.
request_113,36500.0,affordable_with_plan,installments,2026-09-04:36500,2026-09-04,none,"Use installment plan payment_option_320 (2026-09-04:36500). This schedule fits your cash flow while preserving your INR 82,300.00 minimum balance."
request_114,65300.0,affordable_now,full_payment,2026-01-04:65300,2026-01-04,none,"You can safely pay the full INR 65,300.00 today. Your balance remains safely above your INR 113,400.00 minimum balance throughout the forecast period."
request_115,27135.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 80,500.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 38,800.00 minimum balance."
request_116,58075.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 241,200.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 80,300.00 minimum balance."
request_117,880.0,affordable_now,full_payment,2026-07-05:880,2026-07-05,none,"You can safely pay the full EUR 880.00 today. Your balance remains safely above your EUR 1,000.00 minimum balance throughout the forecast period."
request_118,738.1,affordable_with_plan,installments,2024-12-07:738.10,2024-12-07,none,Use installment plan payment_option_335 (2024-12-07:738.10). This schedule fits your cash flow while preserving your EUR 600.00 minimum balance.
request_119,130901.01,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 203,500.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 151,200.00 minimum balance."
request_120,7714000.0,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,"You can safely pay the full IDR 7,714,000.00 today. Your balance remains safely above your IDR 20,050,300.00 minimum balance throughout the forecast period."
request_121,633.6,affordable_now,full_payment,2024-03-03:633.60,2024-03-03,none,You can safely pay the full USD 633.60 today. Your balance remains safely above your USD 800.00 minimum balance throughout the forecast period.
request_122,20558000.0,affordable_with_plan,installments,2025-08-05:20558000,2025-08-05,none,"Use installment plan payment_option_348 (2025-08-05:20558000). This schedule fits your cash flow while preserving your IDR 12,588,500.00 minimum balance."
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000,2026-01-07,none,"You can safely pay the full IDR 4,076,000.00 today. Your balance remains safely above your IDR 18,091,200.00 minimum balance throughout the forecast period."
request_124,2049.56,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-06-15,none,"Use installment plan payment_option_352 (2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12). This schedule fits your cash flow while preserving your EUR 1,600.00 minimum balance."
request_125,6468.0,affordable_now,full_payment,2025-11-06:6468,2025-11-06,none,"You can safely pay the full ZAR 6,468.00 today. Your balance remains safely above your ZAR 11,300.00 minimum balance throughout the forecast period."
request_126,159600.0,affordable_with_plan,installments,2026-07-03:159600,2026-07-03,none,"Use installment plan payment_option_358 (2026-07-03:159600). This schedule fits your cash flow while preserving your INR 129,700.00 minimum balance."
request_127,23980.0,affordable_now,full_payment,2024-09-05:23980,2024-09-05,none,"You can safely pay the full ZAR 23,980.00 today. Your balance remains safely above your ZAR 41,000.00 minimum balance throughout the forecast period."
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,"You can safely pay the full ZAR 25,168.00 today. Your balance remains safely above your ZAR 42,600.00 minimum balance throughout the forecast period."
request_129,288.0,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,668.80 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 800.00 minimum balance."
request_130,917.46,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,978.80 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,400.00 minimum balance."
request_131,1855.2,affordable_with_plan,installments,2025-05-03:1855.20,2025-05-03,none,"Use installment plan payment_option_373 (2025-05-03:1855.20). This schedule fits your cash flow while preserving your USD 1,100.00 minimum balance."
request_132,379.86,affordable_now,full_payment,2026-01-05:379.86,2026-01-05,none,"You can safely pay the full USD 379.86 today. Your balance remains safely above your USD 1,100.00 minimum balance throughout the forecast period."
request_133,15770000.0,not_affordable,not_recommended,none,2024-03-07,none,"Do not proceed with the IDR 15,770,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 9,986,200.00 minimum balance."
request_134,12118199.93,affordable_later,wait,2025-08-15:21831000,2025-08-15,none,"Wait until 2025-08-15 to make the full payment of IDR 21,831,000.00. Your balance will reach safe levels on that date."
request_135,304.8,affordable_with_plan,installments,2026-07-06:304.80,2026-07-06,none,Use installment plan payment_option_383 (2026-07-06:304.80). This schedule fits your cash flow while preserving your USD 500.00 minimum balance.
request_136,560.4,affordable_now,full_payment,2024-06-03:560.40,2024-06-03,none,"You can safely pay the full USD 560.40 today. Your balance remains safely above your USD 1,100.00 minimum balance throughout the forecast period."
request_137,67960.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 80,100.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 71,800.00 minimum balance."
request_138,1209.9,affordable_with_plan,installments,2026-04-12:333.09|2026-05-12:333.09|2026-06-11:333.09|2026-07-11:333.09,,none,"Use installment plan payment_option_394 (2026-04-12:333.09|2026-05-12:333.09|2026-06-11:333.09|2026-07-11:333.09). This schedule fits your cash flow while preserving your EUR 2,300.00 minimum balance."
request_139,2185.84,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-09-15,none,"Use installment plan payment_option_395 (2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88). This schedule fits your cash flow while preserving your USD 1,500.00 minimum balance."
request_140,11074.8,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 62,832.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 21,600.00 minimum balance."
request_141,51435.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 171,600.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 67,300.00 minimum balance."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"You can safely pay the full USD 1,263.60 today. Your balance remains safely above your USD 1,700.00 minimum balance throughout the forecast period."
request_143,8384.2,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 12,584.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 11,300.00 minimum balance."
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,You can safely pay the full USD 233.34 today. Your balance remains safely above your USD 600.00 minimum balance throughout the forecast period.
request_145,105613.66,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 217,400.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 155,400.00 minimum balance."
request_146,81464.99,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 449,400.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 108,600.00 minimum balance."
request_147,741.53,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,129.70 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 900.00 minimum balance."
request_148,13181.08,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 22,242.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 20,000.00 minimum balance."
request_149,36652.0,affordable_with_plan,installments,2025-11-04:36652,2025-11-04,none,"Use installment plan payment_option_425 (2025-11-04:36652). This schedule fits your cash flow while preserving your ZAR 42,100.00 minimum balance."
request_150,496.1,affordable_with_plan,installments,2026-01-06:496.10,2026-01-06,none,Use installment plan payment_option_428 (2026-01-06:496.10). This schedule fits your cash flow while preserving your EUR 700.00 minimum balance.
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"You can safely pay the full IDR 26,999,000.00 today. Your balance remains safely above your IDR 31,633,600.00 minimum balance throughout the forecast period."
request_152,13882.0,affordable_with_plan,installments,2025-02-05:13882,2025-02-05,none,"Use installment plan payment_option_434 (2025-02-05:13882). This schedule fits your cash flow while preserving your ZAR 11,900.00 minimum balance."
request_153,503.6,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,830.80 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,400.00 minimum balance."
request_154,1625.8,affordable_with_plan,installments,2024-12-04:1625.80,2024-12-04,none,"Use installment plan payment_option_439 (2024-12-04:1625.80). This schedule fits your cash flow while preserving your EUR 1,300.00 minimum balance."
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,"You can safely pay the full INR 112,500.00 today. Your balance remains safely above your INR 56,300.00 minimum balance throughout the forecast period."
request_156,13588.3,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 43,076.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 26,900.00 minimum balance."
request_157,10091849.81,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 23,503,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 15,714,100.00 minimum balance."
request_158,242600.0,affordable_with_plan,installments,2025-08-07:242600,2025-08-07,none,"Use installment plan payment_option_450 (2025-08-07:242600). This schedule fits your cash flow while preserving your INR 131,400.00 minimum balance."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,"You can safely pay the full ZAR 13,398.00 today. Your balance remains safely above your ZAR 8,700.00 minimum balance throughout the forecast period."
request_160,857.61,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,246.30 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,200.00 minimum balance."
request_161,17241549.56,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 21,204,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 23,010,400.00 minimum balance."
request_162,8601298.93,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 83,923,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 24,161,100.00 minimum balance."
request_163,19304000.0,affordable_with_plan,installments,2024-09-07:19304000,2024-09-07,none,"Use installment plan payment_option_463 (2024-09-07:19304000). This schedule fits your cash flow while preserving your IDR 26,728,700.00 minimum balance."
request_164,27018000.0,affordable_with_plan,installments,2025-02-04:27018000,2025-02-04,none,"Use installment plan payment_option_466 (2025-02-04:27018000). This schedule fits your cash flow while preserving your IDR 29,550,500.00 minimum balance."
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"You can safely pay the full INR 80,600.00 today. Your balance remains safely above your INR 95,000.00 minimum balance throughout the forecast period."
request_166,2907.6,affordable_with_plan,installments,2024-12-03:2907.60,2024-12-03,none,"Use installment plan payment_option_472 (2024-12-03:2907.60). This schedule fits your cash flow while preserving your USD 1,700.00 minimum balance."
request_167,43802.0,affordable_with_plan,installments,2025-05-05:43802,2025-05-05,none,"Use installment plan payment_option_474 (2025-05-05:43802). This schedule fits your cash flow while preserving your ZAR 31,200.00 minimum balance."
request_168,49380.0,not_affordable,not_recommended,none,2026-01-07,none,"Do not proceed with the INR 49,380.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 114,400.00 minimum balance."
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"You can safely pay the full ZAR 41,976.00 today. Your balance remains safely above your ZAR 18,700.00 minimum balance throughout the forecast period."
request_170,36936000.0,affordable_with_plan,installments,2025-08-06:36936000,2025-08-06,none,"Use installment plan payment_option_484 (2025-08-06:36936000). This schedule fits your cash flow while preserving your IDR 24,715,800.00 minimum balance."
